# freq, loss
5.880127000000e+01 9.958835888949e-01
5.885009800000e+01 9.958809315766e-01
5.889892600000e+01 9.958782738420e-01
5.894775400000e+01 9.958756164375e-01
5.899658200000e+01 9.958729600835e-01
5.904541000000e+01 9.958703054726e-01
5.909423800000e+01 9.958676532692e-01
5.914306600000e+01 9.958650041085e-01
5.919189500000e+01 9.958623585419e-01
5.924072300000e+01 9.958597172533e-01
5.928955100000e+01 9.958570807337e-01
5.933837900000e+01 9.958544494980e-01
5.938720700000e+01 9.958518240310e-01
5.943603500000e+01 9.958492047875e-01
5.948486300000e+01 9.958465921925e-01
5.953369100000e+01 9.958439866423e-01
5.958252000000e+01 9.958413884514e-01
5.963134800000e+01 9.958387980662e-01
5.968017600000e+01 9.958362157466e-01
5.972900400000e+01 9.958336417800e-01
5.977783200000e+01 9.958310764291e-01
5.982666000000e+01 9.958285199327e-01
5.987548800000e+01 9.958259725076e-01
5.992431600000e+01 9.958234343489e-01
5.997314500000e+01 9.958209055807e-01
6.002197300000e+01 9.958183864636e-01
6.007080100000e+01 9.958158770858e-01
6.011962900000e+01 9.958133775718e-01
6.016845700000e+01 9.958108880320e-01
6.021728500000e+01 9.958084085640e-01
6.026611300000e+01 9.958059392542e-01
6.031494100000e+01 9.958034801793e-01
6.036377000000e+01 9.958010313575e-01
6.041259800000e+01 9.957985929506e-01
6.046142600000e+01 9.957961649642e-01
6.051025400000e+01 9.957937474498e-01
6.055908200000e+01 9.957913404563e-01
6.060791000000e+01 9.957889440306e-01
6.065673800000e+01 9.957865582192e-01
6.070556600000e+01 9.957841830693e-01
6.075439500000e+01 9.957818185813e-01
6.080322300000e+01 9.957794649035e-01
6.085205100000e+01 9.957771220421e-01
6.090087900000e+01 9.957747900564e-01
6.094970700000e+01 9.957724690105e-01
6.099853500000e+01 9.957701589742e-01
6.104736300000e+01 9.957678600234e-01
6.109619100000e+01 9.957655722406e-01
6.114502000000e+01 9.957632956689e-01
6.119384800000e+01 9.957610304980e-01
6.124267600000e+01 9.957587767852e-01
6.129150400000e+01 9.957565346417e-01
6.134033200000e+01 9.957543041862e-01
6.138916000000e+01 9.957520855444e-01
6.143798800000e+01 9.957498788490e-01
6.148681600000e+01 9.957476842393e-01
6.153564500000e+01 9.957455018160e-01
6.158447300000e+01 9.957433318197e-01
6.163330100000e+01 9.957411743615e-01
6.168212900000e+01 9.957390296021e-01
6.173095700000e+01 9.957368977055e-01
6.177978500000e+01 9.957347788386e-01
6.182861300000e+01 9.957326731701e-01
6.187744100000e+01 9.957305808698e-01
6.192627000000e+01 9.957285020649e-01
6.197509800000e+01 9.957264370091e-01
6.202392600000e+01 9.957243858258e-01
6.207275400000e+01 9.957223486779e-01
6.212158200000e+01 9.957203257235e-01
6.217041000000e+01 9.957183171149e-01
6.221923800000e+01 9.957163229974e-01
6.226806600000e+01 9.957143435078e-01
6.231689500000e+01 9.957123787333e-01
6.236572300000e+01 9.957104288707e-01
6.241455100000e+01 9.957084939836e-01
6.246337900000e+01 9.957065741627e-01
6.251220700000e+01 9.957046694840e-01
6.256103500000e+01 9.957027800072e-01
6.260986300000e+01 9.957009057751e-01
6.265869100000e+01 9.956990468120e-01
6.270752000000e+01 9.956972030852e-01
6.275634800000e+01 9.956953746545e-01
6.280517600000e+01 9.956935614443e-01
6.285400400000e+01 9.956917633946e-01
6.290283200000e+01 9.956899804217e-01
6.295166000000e+01 9.956882124174e-01
6.300048800000e+01 9.956864592480e-01
6.304931600000e+01 9.956847207542e-01
6.309814500000e+01 9.956829967144e-01
6.314697300000e+01 9.956812869859e-01
6.319580100000e+01 9.956795912919e-01
6.324462900000e+01 9.956779093631e-01
6.329345700000e+01 9.956762409014e-01
6.334228500000e+01 9.956745855803e-01
6.339111300000e+01 9.956729430443e-01
6.343994100000e+01 9.956713129089e-01
6.348877000000e+01 9.956696947279e-01
6.353759800000e+01 9.956680881256e-01
6.358642600000e+01 9.956664925983e-01
6.363525400000e+01 9.956649076475e-01
6.368408200000e+01 9.956633327469e-01
6.373291000000e+01 9.956617673432e-01
6.378173800000e+01 9.956602108564e-01
6.383056600000e+01 9.956586626808e-01
6.387939500000e+01 9.956571221543e-01
6.392822300000e+01 9.956555886851e-01
6.397705100000e+01 9.956540615638e-01
6.402587900000e+01 9.956525400905e-01
6.407470700000e+01 9.956510235445e-01
6.412353500000e+01 9.956495111853e-01
6.417236300000e+01 9.956480022543e-01
6.422119100000e+01 9.956464959759e-01
6.427002000000e+01 9.956449915283e-01
6.431884800000e+01 9.956434881678e-01
6.436767600000e+01 9.956419850464e-01
6.441650400000e+01 9.956404813358e-01
6.446533200000e+01 9.956389761987e-01
6.451416000000e+01 9.956374687904e-01
6.456298800000e+01 9.956359582607e-01
6.461181600000e+01 9.956344437555e-01
6.466064500000e+01 9.956329243875e-01
6.470947300000e+01 9.956313993626e-01
6.475830100000e+01 9.956298677954e-01
6.480712900000e+01 9.956283288347e-01
6.485595700000e+01 9.956267816352e-01
6.490478500000e+01 9.956252253586e-01
6.495361300000e+01 9.956236591761e-01
6.500244100000e+01 9.956220822697e-01
6.505127000000e+01 9.956204938018e-01
6.510009800000e+01 9.956188930474e-01
6.514892600000e+01 9.956172792004e-01
6.519775400000e+01 9.956156515054e-01
6.524658200000e+01 9.956140092273e-01
6.529541000000e+01 9.956123516525e-01
6.534423800000e+01 9.956106780909e-01
6.539306600000e+01 9.956089878774e-01
6.544189500000e+01 9.956072803381e-01
6.549072300000e+01 9.956055549322e-01
6.553955100000e+01 9.956038110438e-01
6.558837900000e+01 9.956020481223e-01
6.563720700000e+01 9.956002656490e-01
6.568603500000e+01 9.955984631385e-01
6.573486300000e+01 9.955966401398e-01
6.578369100000e+01 9.955947962371e-01
6.583252000000e+01 9.955929310123e-01
6.588134800000e+01 9.955910441994e-01
6.593017600000e+01 9.955891354558e-01
6.597900400000e+01 9.955872045157e-01
6.602783200000e+01 9.955852511520e-01
6.607666000000e+01 9.955832751776e-01
6.612548800000e+01 9.955812764452e-01
6.617431600000e+01 9.955792548479e-01
6.622314500000e+01 9.955772102772e-01
6.627197300000e+01 9.955751427909e-01
6.632080100000e+01 9.955730523623e-01
6.636962900000e+01 9.955709390466e-01
6.641845700000e+01 9.955688029397e-01
6.646728500000e+01 9.955666441771e-01
6.651611300000e+01 9.955644629344e-01
6.656494100000e+01 9.955622594260e-01
6.661377000000e+01 9.955600338597e-01
6.666259800000e+01 9.955577866177e-01
6.671142600000e+01 9.955555179834e-01
6.676025400000e+01 9.955532283219e-01
6.680908200000e+01 9.955509180337e-01
6.685791000000e+01 9.955485875541e-01
6.690673800000e+01 9.955462373519e-01
6.695556600000e+01 9.955438679283e-01
6.700439500000e+01 9.955414797667e-01
6.705322300000e+01 9.955390735274e-01
6.710205100000e+01 9.955366497526e-01
6.715087900000e+01 9.955342090609e-01
6.719970700000e+01 9.955317520964e-01
6.724853500000e+01 9.955292795277e-01
6.729736300000e+01 9.955267920464e-01
6.734619100000e+01 9.955242903652e-01
6.739502000000e+01 9.955217751648e-01
6.744384800000e+01 9.955192472988e-01
6.749267600000e+01 9.955167074828e-01
6.754150400000e+01 9.955141564982e-01
6.759033200000e+01 9.955115951396e-01
6.763916000000e+01 9.955090242128e-01
6.768798800000e+01 9.955064445331e-01
6.773681600000e+01 9.955038569238e-01
6.778564500000e+01 9.955012621606e-01
6.783447300000e+01 9.954986611835e-01
6.788330100000e+01 9.954960547752e-01
6.793212900000e+01 9.954934437727e-01
6.798095700000e+01 9.954908290119e-01
6.802978500000e+01 9.954882113263e-01
6.807861300000e+01 9.954855915451e-01
6.812744100000e+01 9.954829704915e-01
6.817627000000e+01 9.954803489277e-01
6.822509800000e+01 9.954777277677e-01
6.827392600000e+01 9.954751077540e-01
6.832275400000e+01 9.954724896706e-01
6.837158200000e+01 9.954698742878e-01
6.842041000000e+01 9.954672623611e-01
6.846923800000e+01 9.954646546293e-01
6.851806600000e+01 9.954620518139e-01
6.856689500000e+01 9.954594545640e-01
6.861572300000e+01 9.954568636682e-01
6.866455100000e+01 9.954542797339e-01
6.871337900000e+01 9.954517033998e-01
6.876220700000e+01 9.954491352806e-01
6.881103500000e+01 9.954465759670e-01
6.885986300000e+01 9.954440260241e-01
6.890869100000e+01 9.954414859910e-01
6.895752000000e+01 9.954389563279e-01
6.900634800000e+01 9.954364376230e-01
6.905517600000e+01 9.954339302804e-01
6.910400400000e+01 9.954314347273e-01
6.915283200000e+01 9.954289513616e-01
6.920166000000e+01 9.954264805512e-01
6.925048800000e+01 9.954240226340e-01
6.929931600000e+01 9.954215779171e-01
6.934814500000e+01 9.954191466275e-01
6.939697300000e+01 9.954167291103e-01
6.944580100000e+01 9.954143255302e-01
6.949462900000e+01 9.954119360706e-01
6.954345700000e+01 9.954095608840e-01
6.959228500000e+01 9.954072000917e-01
6.964111300000e+01 9.954048537845e-01
6.968994100000e+01 9.954025220222e-01
6.973877000000e+01 9.954002047873e-01
6.978759800000e+01 9.953979021742e-01
6.983642600000e+01 9.953956141052e-01
6.988525400000e+01 9.953933405209e-01
6.993408200000e+01 9.953910813333e-01
6.998291000000e+01 9.953888364260e-01
7.003173800000e+01 9.953866056550e-01
7.008056600000e+01 9.953843888492e-01
7.012939500000e+01 9.953821857663e-01
7.017822300000e+01 9.953799962734e-01
7.022705100000e+01 9.953778200772e-01
7.027587900000e+01 9.953756569056e-01
7.032470700000e+01 9.953735064631e-01
7.037353500000e+01 9.953713684318e-01
7.042236300000e+01 9.953692424721e-01
7.047119100000e+01 9.953671282239e-01
7.052002000000e+01 9.953650252642e-01
7.056884800000e+01 9.953629332805e-01
7.061767600000e+01 9.953608518130e-01
7.066650400000e+01 9.953587804284e-01
7.071533200000e+01 9.953567186776e-01
7.076416000000e+01 9.953546660967e-01
7.081298800000e+01 9.953526222082e-01
7.086181600000e+01 9.953505865217e-01
7.091064500000e+01 9.953485584940e-01
7.095947300000e+01 9.953465376960e-01
7.100830100000e+01 9.953445235641e-01
7.105712900000e+01 9.953425155682e-01
7.110595700000e+01 9.953405131710e-01
7.115478500000e+01 9.953385158289e-01
7.120361300000e+01 9.953365229932e-01
7.125244100000e+01 9.953345341111e-01
7.130127000000e+01 9.953325485862e-01
7.135009800000e+01 9.953305659422e-01
7.139892600000e+01 9.953285855800e-01
7.144775400000e+01 9.953266069412e-01
7.149658200000e+01 9.953246294687e-01
7.154541000000e+01 9.953226526076e-01
7.159423800000e+01 9.953206758063e-01
7.164306600000e+01 9.953186985172e-01
7.169189500000e+01 9.953167201577e-01
7.174072300000e+01 9.953147402726e-01
7.178955100000e+01 9.953127582924e-01
7.183837900000e+01 9.953107736960e-01
7.188720700000e+01 9.953087859712e-01
7.193603500000e+01 9.953067946157e-01
7.198486300000e+01 9.953047991374e-01
7.203369100000e+01 9.953027990561e-01
7.208252000000e+01 9.953007938624e-01
7.213134800000e+01 9.952987831831e-01
7.218017600000e+01 9.952967665359e-01
7.222900400000e+01 9.952947434935e-01
7.227783200000e+01 9.952927136443e-01
7.232666000000e+01 9.952906765920e-01
7.237548800000e+01 9.952886319571e-01
7.242431600000e+01 9.952865793771e-01
7.247314500000e+01 9.952845184647e-01
7.252197300000e+01 9.952824489776e-01
7.257080100000e+01 9.952803705656e-01
7.261962900000e+01 9.952782829399e-01
7.266845700000e+01 9.952761858314e-01
7.271728500000e+01 9.952740789907e-01
7.276611300000e+01 9.952719621894e-01
7.281494100000e+01 9.952698352194e-01
7.286377000000e+01 9.952676978501e-01
7.291259800000e+01 9.952655500038e-01
7.296142600000e+01 9.952633914932e-01
7.301025400000e+01 9.952612221964e-01
7.305908200000e+01 9.952590420137e-01
7.310791000000e+01 9.952568508678e-01
7.315673800000e+01 9.952546487035e-01
7.320556600000e+01 9.952524354882e-01
7.325439500000e+01 9.952502111659e-01
7.330322300000e+01 9.952479758401e-01
7.335205100000e+01 9.952457295001e-01
7.340087900000e+01 9.952434722029e-01
7.344970700000e+01 9.952412040282e-01
7.349853500000e+01 9.952389250773e-01
7.354736300000e+01 9.952366354739e-01
7.359619100000e+01 9.952343353634e-01
7.364502000000e+01 9.952320248651e-01
7.369384800000e+01 9.952297042619e-01
7.374267600000e+01 9.952273737155e-01
7.379150400000e+01 9.952250334556e-01
7.384033200000e+01 9.952226837320e-01
7.388916000000e+01 9.952203248140e-01
7.393798800000e+01 9.952179569907e-01
7.398681600000e+01 9.952155805695e-01
7.403564500000e+01 9.952131958273e-01
