# freq, amb_real amb_imag hot_real hot_imag open_real open_imag short_real short_imag lna_real lna_imag
5.141601600000e+01 -1.797162661945e-03 1.622440791494e-04 3.508727474839e-03 2.823988052152e-03 5.558449838307e-01 7.504197173119e-01 -5.730847710241e-01 -7.553046785978e-01 5.960747492881e-03 6.908943068901e-03
5.146484400000e+01 -1.796964075881e-03 1.623361558529e-04 3.510870442691e-03 2.824675365266e-03 5.617901531198e-01 7.459865788904e-01 -5.791789827376e-01 -7.505583607825e-01 5.980856714380e-03 6.874407302045e-03
5.151367200000e+01 -1.796766747251e-03 1.624374420639e-04 3.513008345362e-03 2.825376444404e-03 5.677007476939e-01 7.415063387198e-01 -5.852330804824e-01 -7.457630487369e-01 6.000695964954e-03 6.839847739022e-03
5.156250000000e+01 -1.796570568271e-03 1.625474325595e-04 3.515141533051e-03 2.826090344566e-03 5.735763934005e-01 7.369792473514e-01 -5.912466773566e-01 -7.409191020662e-01 6.020267262458e-03 6.805265585785e-03
5.161132800000e+01 -1.796375434824e-03 1.626656399176e-04 3.517270341467e-03 2.826816155027e-03 5.794167177090e-01 7.324055586201e-01 -5.972193896615e-01 -7.360268830392e-01 6.039572604737e-03 6.770662038132e-03
5.166015600000e+01 -1.796181246407e-03 1.627915941030e-04 3.519395092164e-03 2.827552998540e-03 5.852213497445e-01 7.277855296288e-01 -6.031508369180e-01 -7.310867565672e-01 6.058613969905e-03 6.736038281766e-03
5.170898400000e+01 -1.795987906081e-03 1.629248420612e-04 3.521516092881e-03 2.828300030559e-03 5.909899203207e-01 7.231194207325e-01 -6.090406418832e-01 -7.260990901835e-01 6.077393316627e-03 6.701395492348e-03
5.175781200000e+01 -1.795795320408e-03 1.630649473157e-04 3.523633637874e-03 2.829056438466e-03 5.967220619731e-01 7.184074955220e-01 -6.148884305668e-01 -7.210642540218e-01 6.095912584395e-03 6.666734835547e-03
5.180664100000e+01 -1.795603395484e-03 1.632114926367e-04 3.525748051518e-03 2.829821456565e-03 6.024175252533e-01 7.136499229099e-01 -6.206939507056e-01 -7.159825162462e-01 6.114174065157e-03 6.632056756738e-03
5.185546900000e+01 -1.795412052585e-03 1.633640675127e-04 3.527859515491e-03 2.830594302483e-03 6.080757129500e-01 7.088471677803e-01 -6.264565970675e-01 -7.108544602778e-01 6.132178912919e-03 6.597363822179e-03
5.190429700000e+01 -1.795221204535e-03 1.635222857850e-04 3.529968328897e-03 2.831374270457e-03 6.136963799777e-01 7.039994063641e-01 -6.321761248483e-01 -7.056803603283e-01 6.149929387887e-03 6.562656457858e-03
5.195312500000e+01 -1.795030771384e-03 1.636857733855e-04 3.532074735320e-03 2.832160668096e-03 6.192791660820e-01 6.991069150278e-01 -6.378521732317e-01 -7.004605967174e-01 6.167427355524e-03 6.527935790014e-03
5.200195300000e+01 -1.794840676422e-03 1.638541708996e-04 3.534178966470e-03 2.832952831239e-03 6.248237128905e-01 6.941699732891e-01 -6.434843847360e-01 -6.951955522557e-01 6.184674663432e-03 6.493202935155e-03
5.205078100000e+01 -1.794650846118e-03 1.640271331977e-04 3.536281242493e-03 2.833750123254e-03 6.303296639431e-01 6.891888637982e-01 -6.490724052298e-01 -6.898856122225e-01 6.201673141603e-03 6.458459000111e-03
