# freq, amb_real amb_imag hot_real hot_imag open_real open_imag short_real short_imag lna_real lna_imag rig_s11_real rig_s11_imag rig_s12_real rig_s12_imag rig_s22_real rig_s22_imag
4.141845700000e+01 -1.594338005884e-01 -1.557217844727e-01 -8.015463294653e-02 -2.412041970703e-02 -1.093989008796e+00 2.668093900989e-01 5.322233361070e-01 -4.086690783653e-01 -4.449609579017e-03 2.318525084492e-02 7.491066442467e-01 -1.226972840866e-01 3.806601379772e-01 -3.808864921964e-01 -3.753109857972e-01 8.397955005413e-01
4.146728500000e+01 -1.565855675636e-01 -1.529200111153e-01 -7.841301852238e-02 -2.389522581826e-02 -1.085433089427e+00 2.853884535734e-01 5.313740705968e-01 -4.154445280207e-01 -4.448900463955e-03 2.320010360735e-02 7.358376206037e-01 -1.197265072456e-01 3.905301438164e-01 -3.780181574513e-01 -3.706287892614e-01 8.248242119238e-01
4.151611300000e+01 -1.537440262671e-01 -1.501301000911e-01 -7.668074803231e-02 -2.366639181511e-02 -1.076604375756e+00 3.037362242796e-01 5.304442188465e-01 -4.223091165152e-01 -4.447851905551e-03 2.321466985787e-02 7.226201128742e-01 -1.167848329937e-01 4.003781880508e-01 -3.751688040713e-01 -3.659058821020e-01 8.099125797604e-01
4.156494100000e+01 -1.509102997735e-01 -1.473531034893e-01 -7.495845534321e-02 -2.343406772034e-02 -1.067509343374e+00 3.218507990341e-01 5.294276299511e-01 -4.292635689072e-01 -4.446464165170e-03 2.322894908918e-02 7.094591412840e-01 -1.138731960278e-01 4.102003736253e-01 -3.723392146339e-01 -3.611450408507e-01 7.950662436493e-01
4.161377000000e+01 -1.480854340128e-01 -1.445899935799e-01 -7.324672331640e-02 -2.319839925527e-02 -1.058154154452e+00 3.397308144477e-01 5.283180671983e-01 -4.363084531666e-01 -4.444737517529e-03 2.324294110949e-02 6.963593505781e-01 -1.109924365028e-01 4.199930673967e-01 -3.695300968364e-01 -3.563489393105e-01 7.802904199166e-01
4.166259800000e+01 -1.452706283549e-01 -1.418418883528e-01 -7.154622351996e-02 -2.295954708684e-02 -1.048545425333e+00 3.573739774437e-01 5.271093148037e-01 -4.434435989750e-01 -4.442672398997e-03 2.325664490222e-02 6.833260793281e-01 -1.081435350999e-01 4.297521008714e-01 -3.667423127912e-01 -3.515205397908e-01 7.655911077036e-01
4.171142600000e+01 -1.424668878440e-01 -1.391097114616e-01 -6.985750560165e-02 -2.271765773801e-02 -1.038689073204e+00 3.747792527377e-01 5.257950557487e-01 -4.506689617807e-01 -4.440269195317e-03 2.327006034520e-02 6.703637476861e-01 -1.053272587726e-01 4.394739758834e-01 -3.639765334395e-01 -3.466625013343e-01 7.509732704439e-01
4.176025400000e+01 -1.396752542238e-01 -1.363944184147e-01 -6.818113748847e-02 -2.247288270329e-02 -1.028591074229e+00 3.919453836452e-01 5.243689746060e-01 -4.579840465824e-01 -4.437528376005e-03 2.328318705857e-02 6.574769295915e-01 -1.025443971843e-01 4.491550638601e-01 -3.612334687430e-01 -3.417775696314e-01 7.364420452796e-01
4.180908200000e+01 -1.368967474249e-01 -1.336969394023e-01 -6.651766998630e-02 -2.222537353195e-02 -1.018257272064e+00 4.088712510457e-01 5.228247497415e-01 -4.653880509481e-01 -4.434450462334e-03 2.329602469415e-02 6.446700817041e-01 -9.979570322757e-02 4.587918087671e-01 -3.585138095953e-01 -3.368684768622e-01 7.220024372940e-01
4.185791000000e+01 -1.341323650257e-01 -1.310181788884e-01 -6.486763656607e-02 -2.197528170547e-02 -1.007693375829e+00 4.255558637982e-01 5.211560672069e-01 -4.728798653082e-01 -4.431036027195e-03 2.330857293542e-02 6.319475414055e-01 -9.708189290122e-02 4.683807290930e-01 -3.558182274958e-01 -3.319379394472e-01 7.076593172519e-01
4.190673800000e+01 -1.313830817421e-01 -1.283590152332e-01 -6.323155317038e-02 -2.172275851638e-02 -9.969049585973e-01 4.419983492229e-01 5.193566345441e-01 -4.804580738693e-01 -4.427285694947e-03 2.332083149738e-02 6.193135249432e-01 -9.440364522783e-02 4.779184197411e-01 -3.531473742446e-01 -3.269886558379e-01 6.934174195003e-01
4.195556600000e+01 -1.286498489443e-01 -1.257203003459e-01 -6.160991804042e-02 -2.146795494882e-02 -9.858974563721e-01 4.581979436706e-01 5.174201944735e-01 -4.881209561405e-01 -4.423200141257e-03 2.333280012651e-02 6.067721257191e-01 -9.176160221136e-02 4.874015538256e-01 -3.505018816571e-01 -3.220233043494e-01 6.792813400301e-01
4.200439500000e+01 -1.259335387525e-01 -1.231028059866e-01 -6.000317881379e-02 -2.121101627804e-02 -9.746759355862e-01 4.741543074877e-01 5.153404943382e-01 -4.958666485220e-01 -4.418779998984e-03 2.334447883687e-02 5.943270588668e-01 -8.915631586001e-02 4.968270767903e-01 -3.478823079216e-01 -3.170444389525e-01 6.652552486089e-01
4.205322300000e+01 -1.232351657814e-01 -1.205074374689e-01 -5.841186370937e-02 -2.095210304664e-02 -9.632460166861e-01 4.898662136998e-01 5.131114727584e-01 -5.036925108059e-01 -4.414026226937e-03 2.335586695922e-02 5.819826773423e-01 -8.658846089151e-02 5.061914370616e-01 -3.452893514171e-01 -3.120548953406e-01 6.513440339162e-01
4.210205100000e+01 -1.205555529402e-01 -1.179349117486e-01 -5.683638396803e-02 -2.069135937400e-02 -9.516124954971e-01 5.053334996874e-01 5.107270174512e-01 -5.115960813238e-01 -4.408939566513e-03 2.336696457601e-02 5.697424413038e-01 -8.405851465902e-02 5.154917458400e-01 -3.427235285845e-01 -3.070571770282e-01 6.375515784620e-01
4.215087900000e+01 -1.178955539481e-01 -1.153859720759e-01 -5.527716569905e-02 -2.042893385242e-02 -9.397802590674e-01 5.205557462150e-01 5.081811454738e-01 -5.195744479421e-01 -4.403520896754e-03 2.337777155858e-02 5.576099385280e-01 -8.156697145354e-02 5.247250051226e-01 -3.401853888620e-01 -3.020538610218e-01 6.238819086530e-01
4.219970700000e+01 -1.152559971873e-01 -1.128613339757e-01 -5.373461674758e-02 -2.016497419661e-02 -9.277540593049e-01 5.355325980600e-01 5.054679748335e-01 -5.276244102769e-01 -4.397771147016e-03 2.338828780922e-02 5.455886275438e-01 -7.911428892047e-02 5.338883026477e-01 -3.376754605887e-01 -2.970474940559e-01 6.103389052667e-01
4.224853500000e+01 -1.126376853906e-01 -1.103616850839e-01 -5.220912664180e-02 -1.989962713623e-02 -9.155385146721e-01 5.502637555830e-01 5.025817369324e-01 -5.357424846574e-01 -4.391691296741e-03 2.339851326104e-02 5.336818367805e-01 -7.670088824718e-02 5.429788131046e-01 -3.351942508433e-01 -2.920405907199e-01 5.969263024776e-01
4.229736300000e+01 -1.100413953574e-01 -1.078876850143e-01 -5.070106655943e-02 -1.963303831064e-02 -9.031381122803e-01 5.647489665326e-01 4.995167887215e-01 -5.439249096136e-01 -4.385282375212e-03 2.340844787784e-02 5.218927638575e-01 -7.432715438671e-02 5.519937992455e-01 -3.327422453053e-01 -2.870356316405e-01 5.836476870429e-01
4.234619100000e+01 -1.074678776989e-01 -1.054399652546e-01 -4.921078931355e-02 -1.936535216612e-02 -8.905572103667e-01 5.789880181045e-01 4.962676245408e-01 -5.521676518695e-01 -4.378545461292e-03 2.341809165396e-02 5.102244750139e-01 -7.199343631688e-02 5.609306128969e-01 -3.303199081357e-01 -2.820350617210e-01 5.705064976454e-01
4.239502000000e+01 -1.049178046324e-01 -1.030190797929e-01 -4.773859939524e-02 -1.909670634494e-02 -8.777997780922e-01 5.929810133152e-01 4.928288152244e-01 -5.604665833277e-01 -4.371481535155e-03 2.342744480276e-02 4.986796695306e-01 -6.970000078018e-02 5.697868764016e-01 -3.279276331977e-01 -2.770411862522e-01 5.575057596049e-01
4.244384800000e+01 -1.023919782027e-01 -1.006257028394e-01 -4.628487322650e-02 -1.882725361471e-02 -8.648704474219e-01 6.067272223713e-01 4.891953048233e-01 -5.688168070200e-01 -4.364092063368e-03 2.343650699619e-02 4.872616226441e-01 -6.744721966063e-02 5.785597595854e-01 -3.255659393358e-01 -2.720565782293e-01 5.446491466603e-01
4.249267600000e+01 -9.989101674344e-02 -9.826033131919e-02 -4.484987829306e-02 -1.855712875822e-02 -8.517729489089e-01 6.202267950099e-01 4.853619989936e-01 -5.772136844049e-01 -4.356378130563e-03 2.344527851393e-02 4.759727667022e-01 -6.523528852331e-02 5.872470687848e-01 -3.232351763484e-01 -2.670834630620e-01 5.319393831784e-01
4.254150400000e+01 -9.741556413316e-02 -9.592348376528e-02 -4.343389418295e-02 -1.828647047191e-02 -8.385111570781e-01 6.334796023804e-01 4.813240530813e-01 -5.856521644077e-01 -4.348341011138e-03 2.345375947112e-02 4.648156394770e-01 -6.306441571475e-02 5.958465202562e-01 -3.209357215505e-01 -2.621241263432e-01 5.193793120725e-01
4.259033200000e+01 -9.496623721414e-02 -9.361565050286e-02 -4.203718232787e-02 -1.801541578368e-02 -8.250888350607e-01 6.464855196762e-01 4.770768136424e-01 -5.941269610654e-01 -4.339982027618e-03 2.346195001269e-02 4.537926465644e-01 -6.093477540376e-02 6.043559229009e-01 -3.186679304550e-01 -2.571808100429e-01 5.069716272076e-01
4.263916000000e+01 -9.254362570749e-02 -9.133729371755e-02 -4.065998609856e-02 -1.774409996599e-02 -8.115096389731e-01 6.592444200037e-01 4.726158280062e-01 -6.026325621589e-01 -4.331302550328e-03 2.346985031324e-02 4.429060616230e-01 -5.884650803510e-02 6.127731786837e-01 -3.164321367769e-01 -2.522557111185e-01 4.947188736551e-01
4.268798800000e+01 -9.014829215565e-02 -8.908884755086e-02 -3.930253091715e-02 -1.747265645181e-02 -7.977771225441e-01 6.717561685916e-01 4.679368534034e-01 -6.111632382130e-01 -4.322303997061e-03 2.347746057680e-02 4.321580267426e-01 -5.679972081236e-02 6.210962829548e-01 -3.142286524573e-01 -2.473509801890e-01 4.826234480921e-01
4.273681600000e+01 -8.778077189211e-02 -8.687071822222e-02 -3.796502438634e-02 -1.720121675347e-02 -7.838947419674e-01 6.840206173476e-01 4.630358656448e-01 -6.197130518395e-01 -4.312987832728e-03 2.348478103672e-02 4.215505529380e-01 -5.479448820896e-02 6.293233246751e-01 -3.120577677073e-01 -2.424687202771e-01 4.706875993428e-01
4.278564500000e+01 -8.544152542475e-02 -8.468323969524e-02 -3.664762966243e-02 -1.692990483039e-02 -7.698655721717e-01 6.960378433445e-01 4.579089600049e-01 -6.282760428590e-01 -4.303355368509e-03 2.349181209646e-02 4.110853079127e-01 -5.283081271710e-02 6.374526520185e-01 -3.099197076226e-01 -2.376108863948e-01 4.589131895932e-01
4.283447300000e+01 -8.313112950818e-02 -8.252685241871e-02 -3.535057312361e-02 -1.665885923706e-02 -7.556934643237e-01 7.078071647262e-01 4.525527835713e-01 -6.368455365063e-01 -4.293408557036e-03 2.349855375942e-02 4.007644711824e-01 -5.090878542104e-02 6.454822084649e-01 -3.078148067400e-01 -2.327796818708e-01 4.473026564445e-01
4.288330100000e+01 -8.084998973727e-02 -8.040183472208e-02 -3.407398266274e-02 -1.638819970879e-02 -7.413813272619e-01 7.193286130019e-01 4.469639126362e-01 -6.454152060629e-01 -4.283148808356e-03 2.350500649267e-02 3.905894489316e-01 -4.902834529395e-02 6.534105317102e-01 -3.057432464109e-01 -2.279769603121e-01 4.358575669911e-01
4.293212900000e+01 -7.859853284238e-02 -7.830848287112e-02 -3.281799621497e-02 -1.611804932391e-02 -7.269322793767e-01 7.306019395470e-01 4.411392747452e-01 -6.539783819958e-01 -4.272577772180e-03 2.351117064482e-02 3.805617352446e-01 -4.718944152499e-02 6.612360855281e-01 -3.037052307470e-01 -2.232046231151e-01 4.245795868047e-01
4.298095700000e+01 -7.637715859179e-02 -7.624706620054e-02 -3.158273477734e-02 -1.584852887969e-02 -7.123493684599e-01 7.416268606228e-01 4.350760523025e-01 -6.625282379269e-01 -4.261697143445e-03 2.351704659287e-02 3.706826974014e-01 -4.539199351382e-02 6.689574270250e-01 -3.017009426338e-01 -2.184645188015e-01 4.134702383463e-01
4.302978500000e+01 -7.418623991784e-02 -7.421782738407e-02 -3.036830262905e-02 -1.557975682951e-02 -6.976355774805e-01 7.524030541260e-01 4.287716883438e-01 -6.710578015500e-01 -4.250508661906e-03 2.352263474189e-02 3.609535770729e-01 -4.363589152813e-02 6.765732063117e-01 -2.997305438867e-01 -2.137584421697e-01 4.025309022994e-01
4.307861300000e+01 -7.202612306747e-02 -7.222098272700e-02 -2.917478756533e-02 -1.531184922319e-02 -6.827938304406e-01 7.629301567091e-01 4.222238918019e-01 -6.795599657272e-01 -4.239014111716e-03 2.352793552492e-02 3.513754916220e-01 -4.192099738167e-02 6.840821660883e-01 -2.977941754239e-01 -2.090881335146e-01 3.917628190248e-01
4.312744100000e+01 -6.989712777677e-02 -7.025672248040e-02 -2.800226114436e-02 -1.504491965049e-02 -6.678269982939e-01 7.732077612721e-01 4.154306422603e-01 -6.880274997381e-01 -4.227215320996e-03 2.353294940267e-02 3.419494355089e-01 -4.024714513159e-02 6.914831411427e-01 -2.958919574568e-01 -2.044552779168e-01 3.811670901325e-01
4.317627000000e+01 -6.779950483405e-02 -6.832517195538e-02 -2.685075558007e-02 -1.477907375527e-02 -6.527375946451e-01 7.832356176274e-01 4.083900474614e-01 -6.964532327353e-01 -4.215113910482e-03 2.353767695724e-02 3.326760934521e-01 -3.861410876680e-02 6.987752059809e-01 -2.940239517922e-01 -1.998614109318e-01 3.707444684952e-01
4.322509800000e+01 -6.573360749203e-02 -6.642654943789e-02 -2.572035791227e-02 -1.451443094115e-02 -6.375290203462e-01 7.930128143753e-01 4.011009288468e-01 -7.048293758397e-01 -4.202712290601e-03 2.354211851045e-02 3.235565985586e-01 -3.702173587871e-02 7.059570790359e-01 -2.921903143781e-01 -1.953082935442e-01 3.604962103015e-01
4.327392600000e+01 -6.369963395159e-02 -6.456092921494e-02 -2.461106879398e-02 -1.425109165459e-02 -6.222037152409e-01 8.025390097085e-01 3.935619596770e-01 -7.131485692724e-01 -4.190012173966e-03 2.354627470456e-02 3.145913945073e-01 -3.546974775236e-02 7.130280179831e-01 -2.903910660041e-01 -1.907973471323e-01 3.504227962217e-01
4.332275400000e+01 -6.169780011098e-02 -6.272840087273e-02 -2.352289754716e-02 -1.398915914393e-02 -6.067643977973e-01 8.118136037601e-01 3.857722393778e-01 -7.214032027212e-01 -4.177015560084e-03 2.355014610885e-02 3.057810001442e-01 -3.395787473690e-02 7.199872193011e-01 -2.886262462838e-01 -1.863300301945e-01 3.405247907882e-01
4.337158200000e+01 -5.972829657055e-02 -6.092902981539e-02 -2.245583866915e-02 -1.372873396281e-02 -5.912137632577e-01 8.208359458281e-01 3.777311540674e-01 -7.295856000130e-01 -4.163724490140e-03 2.355373331919e-02 2.971258198695e-01 -3.248582316030e-02 7.268339678290e-01 -2.868958753167e-01 -1.819077434961e-01 3.308026292668e-01
4.342041000000e+01 -5.779128893925e-02 -5.916285769420e-02 -2.140987214693e-02 -1.346991393290e-02 -5.755544895203e-01 8.296053340163e-01 3.694383782265e-01 -7.376880307865e-01 -4.150141046511e-03 2.355703695776e-02 2.886261455913e-01 -3.105327611786e-02 7.335676357903e-01 -2.851999539720e-01 -1.775318297704e-01 3.212566198513e-01
4.346923800000e+01 -5.588691816075e-02 -5.742990285330e-02 -2.038496378081e-02 -1.321279410969e-02 -5.597892429522e-01 8.381210152131e-01 3.608938758618e-01 -7.457027221545e-01 -4.136267352269e-03 2.356005767282e-02 2.802821587579e-01 -2.965989427167e-02 7.401876817452e-01 -2.835384641866e-01 -1.732035734864e-01 3.118869459486e-01
4.351806600000e+01 -5.401530085882e-02 -5.573016079111e-02 -1.938106551682e-02 -1.295746675158e-02 -5.439206841169e-01 8.463821853983e-01 3.520979011692e-01 -7.536218703329e-01 -4.122105570679e-03 2.356279613847e-02 2.720939324656e-01 -2.830531665991e-02 7.466936494733e-01 -2.819113692758e-01 -1.689242006830e-01 3.026936685483e-01
4.356689500000e+01 -5.217649237970e-02 -5.406357084483e-02 -1.839809587060e-02 -1.270401612128e-02 -5.279511453394e-01 8.543881516088e-01 3.430508108575e-01 -7.614378111700e-01 -4.107657605886e-03 2.356525310180e-02 2.640612707244e-01 -2.698913495064e-02 7.530852965136e-01 -2.803185819890e-01 -1.646947927724e-01 2.936765458119e-01
4.361572300000e+01 -5.037063713335e-02 -5.243015252525e-02 -1.743602036965e-02 -1.245253918517e-02 -5.118839464884e-01 8.621376822656e-01 3.337538100995e-01 -7.691423934638e-01 -4.092926291810e-03 2.356742918721e-02 2.561843655382e-01 -2.571100129832e-02 7.593620716644e-01 -2.787600946210e-01 -1.605166319496e-01 2.848357706575e-01
4.366455100000e+01 -4.859774304096e-02 -5.082980123465e-02 -1.649473112591e-02 -1.220311444558e-02 -4.957214379743e-01 8.696299921946e-01 3.242078400227e-01 -7.767279510087e-01 -4.077913616218e-03 2.356932519794e-02 2.484628121822e-01 -2.447046745829e-02 7.655238990727e-01 -2.772357836443e-01 -1.563906814863e-01 2.761708653626e-01
