# freq, amb_real amb_imag hot_real hot_imag open_real open_imag short_real short_imag lna_real lna_imag rig_s11_real rig_s11_imag rig_s12_real rig_s12_imag rig_s22_real rig_s22_imag
50.012207 0.01057450362757597 -0.0008545465397240268 0.011847571175658699 -0.0009429888450885126 0.9147175636552911 -0.2868671617492993 -0.9069819452896487 0.2900141356443581 -0.0008548562474936343 0.021924916827961907 0.000987968958965588 0.001246101093039242 0.9646509892983156 -0.24883198735083914 0.003312024432193462 0.0010378385015005183
50.061035 0.010576135603198124 -0.0008566279030001135 0.011849031792043547 -0.0009442202142609024 0.9092047011813048 -0.3039430244818649 -0.9013572933036539 0.30684566363195753 -0.0008291854010837726 0.02190227678930564 0.0009876536931967554 0.0012443800346139085 0.964587717718646 -0.24906636794882844 0.003315500539454449 0.0010364041790999492
50.109863 0.010577666946149011 -0.0008587456353513453 0.011850483638427172 -0.0009455800085581544 0.9033724575811063 -0.32091303357470563 -0.8954204767604323 0.32356845401532175 -0.0008036259037971913 0.021879561696243555 0.0009877782776485764 0.0012429572055980263 0.9645241541790509 -0.24930094213225953 0.003318406067000622 0.001035307640493365
50.158691 0.01057911405068702 -0.0008608901725311775 0.01185193015838022 -0.000947057378124081 0.8972228564826893 -0.337771171117489 -0.8891736616273258 0.3401767011642972 -0.0007781795568228703 0.021856772992651582 0.0009882797966296898 0.001241811286527976 0.9644603519017222 -0.2495356874510578 0.003320817914550466 0.0010344890789172653
50.20752 0.010580491722422846 -0.0008630531312361696 0.01185337434619745 -0.0009486420781705621 0.8907579010572924 -0.35451180045124386 -0.8826189800533459 0.3566649844351157 -0.0007528476102798831 0.02183391164523778 0.0009891013254196609 0.0012409214049011591 0.9643963570129281 -0.24977058794114335 0.00332280689162586 0.001033895073063419
50.256348 0.010581813167039301 -0.0008652270506722183 0.011854818668954025 -0.0009503243207909577 0.8839801092371559 -0.37112829938802444 -0.8757590725966311 0.37302692134716176 -0.0007276328359432874 0.021810980017727345 0.000990191471881649 0.00124026725234522 0.9643322141568484 -0.25000561478833866 0.003324437860498032 0.001033478192075178
50.305176 0.0105830902559664 -0.0008674055809984353 0.01185626528215789 -0.0009520949537804816 0.8768917183626254 -0.3876151196208989 -0.8685962816880134 0.3892571952225313 -0.0007025364143844271 0.021787979061603825 0.0009915041094941581 0.0012398290205058824 0.9642679589861252 -0.2502407551056036 0.003325770269653387 0.001033196502581224
50.354004 0.010584333505884915 -0.0008695832320392064 0.011857715947729174 -0.0009539453165426322 0.8694952074569432 -0.40396641495799135 -0.8611331812896792 0.40535020330252614 -0.0006775600124588384 0.02176491018737302 0.0009929979606587709 0.0012395875184892458 0.9642036237446103 -0.2504759926083955 0.003326858268607155 0.0010330132167511493
50.402832 0.010585552197690817 -0.0008717553463739155 0.011859172097893906 -0.0009558672552337157 0.8617931670880539 -0.42017638753087244 -0.8533724447501707 0.421300397079809 -0.000652705263280394 0.021741774797047933 0.0009946362704986449 0.0012395241872224301 0.9641392362895842 -0.25071131234221566 0.0033277510310009313 0.0010328962912999496
50.45166 0.01058675446322108 -0.0008739180314974583 0.011860634867563195 -0.0009578531065295562 0.8537882983728386 -0.4362392899149325 -0.8453168437460362 0.4371022836989366 -0.0006279737661762418 0.021718574284094218 0.0009963864814824613 0.0012396211300952351 0.9640748204105126 -0.25094670060383406 0.003328493026140025 0.0010328180578970864
50.500488 0.01058794736862238 -0.000876068095145644 0.011862105124832777 -0.0009598956814250116 0.8454834119443261 -0.45214942723026863 -0.8369692472148661 0.45275042735090537 -0.000603367086650936 0.02169531003337843 0.0009982199224309657 0.0012398611392725608 0.9640103961355599 -0.25118214486538915 0.003329124283609504 0.0010327548704838173
